timestamp,user_id,acao,status,latencia_ms
2025-06-26 19:35:00,1496,abrir_extrato,sucesso,586
2025-06-13 05:46:00,1150,abrir_extrato,sucesso,340
2025-06-05 23:56:00,1090,abrir_extrato,sucesso,1315
2025-06-14 17:14:00,1318,abrir_extrato,sucesso,944
2025-06-05 10:58:00,1240,abrir_extrato,sucesso,585
2025-06-15 17:21:00,1707,abrir_extrato,sucesso,669
2025-06-29 03:03:00,1383,abrir_extrato,sucesso,476
2025-06-16 01:41:00,1185,abrir_extrato,sucesso,1039
2025-06-14 02:48:00,1071,abrir_extrato,sucesso,492
2025-06-16 11:18:00,1117,abrir_extrato,sucesso,26
2025-06-08 09:31:00,1732,abrir_extrato,sucesso,540
2025-06-07 11:54:00,1010,abrir_extrato,sucesso,736
2025-06-13 21:28:00,1635,abrir_extrato,sucesso,1011
2025-06-04 03:18:00,1643,abrir_extrato,sucesso,916
2025-06-23 09:33:00,1629,abrir_extrato,sucesso,269
2025-06-11 03:06:00,1482,abrir_extrato,sucesso,923
2025-06-17 21:22:00,1351,abrir_extrato,sucesso,1277
2025-06-10 02:42:00,1614,abrir_extrato,timeout,728
2025-06-25 20:43:00,1193,abrir_extrato,sucesso,681
2025-06-26 08:20:00,1107,abrir_extrato,sucesso,979
2025-06-28 07:35:00,1700,abrir_extrato,erro_500,1010
2025-06-10 04:51:00,1128,abrir_extrato,sucesso,486
2025-06-27 11:11:00,1481,abrir_extrato,sucesso,460
2025-06-24 03:34:00,1416,abrir_extrato,sucesso,735
2025-06-28 18:21:00,1834,abrir_extrato,sucesso,836
2025-06-11 09:53:00,1724,abrir_extrato,sucesso,476
2025-06-13 17:39:00,1191,abrir_extrato,erro_500,943
2025-06-15 04:24:00,1196,abrir_extrato,sucesso,1019
2025-06-18 10:25:00,1019,abrir_extrato,sucesso,1160
2025-06-24 07:39:00,1735,abrir_extrato,sucesso,1556
2025-06-15 14:54:00,1516,abrir_extrato,sucesso,684
2025-06-27 04:06:00,1895,abrir_extrato,sucesso,588
2025-06-16 08:01:00,1866,abrir_extrato,sucesso,916
2025-06-11 04:48:00,1318,abrir_extrato,sucesso,170
2025-06-25 12:06:00,1715,abrir_extrato,sucesso,143
2025-06-03 08:38:00,1233,abrir_extrato,sucesso,474
2025-06-10 11:38:00,1550,abrir_extrato,sucesso,477
2025-06-12 06:58:00,1831,abrir_extrato,sucesso,667
2025-06-03 00:53:00,1205,abrir_extrato,sucesso,210
2025-06-17 21:01:00,1950,abrir_extrato,sucesso,813
2025-06-22 11:38:00,1094,abrir_extrato,sucesso,689
2025-06-26 00:00:00,1206,abrir_extrato,timeout,1354
2025-06-06 10:34:00,1595,abrir_extrato,sucesso,1170
2025-06-09 16:34:00,1975,abrir_extrato,sucesso,417
2025-06-19 19:40:00,1175,abrir_extrato,sucesso,500
2025-06-25 20:06:00,1713,abrir_extrato,sucesso,540
2025-06-18 16:15:00,1025,abrir_extrato,sucesso,212
2025-06-17 19:32:00,1154,abrir_extrato,sucesso,649
2025-06-22 20:28:00,1974,abrir_extrato,sucesso,793
2025-06-02 22:13:00,1637,abrir_extrato,sucesso,929
2025-06-18 21:16:00,1175,abrir_extrato,sucesso,941
2025-06-01 20:46:00,1571,abrir_extrato,sucesso,592
2025-06-13 19:32:00,1976,abrir_extrato,sucesso,1364
2025-06-11 23:07:00,1340,abrir_extrato,erro_500,763
2025-06-28 10:36:00,1848,abrir_extrato,timeout,454
2025-06-14 02:57:00,1239,abrir_extrato,sucesso,1188
2025-06-26 11:55:00,1344,abrir_extrato,sucesso,964
2025-06-06 02:11:00,1068,abrir_extrato,sucesso,337
2025-06-10 07:28:00,1977,abrir_extrato,erro_500,1122
2025-06-15 12:19:00,1563,abrir_extrato,sucesso,285
2025-06-02 12:34:00,1438,abrir_extrato,sucesso,772
2025-06-24 03:22:00,1139,abrir_extrato,erro_500,638
2025-06-24 05:19:00,1178,abrir_extrato,sucesso,1409
2025-06-17 14:29:00,1992,abrir_extrato,sucesso,416
2025-06-26 11:51:00,1370,abrir_extrato,sucesso,474
2025-06-27 03:32:00,1560,abrir_extrato,sucesso,981
2025-06-02 05:18:00,1187,abrir_extrato,sucesso,301
2025-06-19 02:52:00,1266,abrir_extrato,sucesso,613
2025-06-20 17:59:00,1800,abrir_extrato,sucesso,561
2025-06-09 19:03:00,1673,abrir_extrato,sucesso,508
2025-06-17 19:33:00,1835,abrir_extrato,sucesso,550
2025-06-13 03:38:00,1537,abrir_extrato,sucesso,901
2025-06-22 15:38:00,1267,abrir_extrato,sucesso,1036
2025-06-14 13:24:00,1753,abrir_extrato,sucesso,614
2025-06-19 01:30:00,1908,abrir_extrato,sucesso,925
2025-06-18 00:22:00,1485,abrir_extrato,sucesso,1196
2025-06-12 09:24:00,1029,abrir_extrato,sucesso,613
2025-06-07 13:47:00,1244,abrir_extrato,timeout,621
2025-06-21 16:54:00,1775,abrir_extrato,sucesso,575
2025-06-07 06:13:00,1780,abrir_extrato,sucesso,697
2025-06-14 22:04:00,1903,abrir_extrato,timeout,606
2025-06-05 00:07:00,1655,abrir_extrato,erro_500,686
2025-06-01 17:11:00,1854,abrir_extrato,sucesso,357
2025-06-22 04:17:00,1775,abrir_extrato,sucesso,625
2025-06-25 21:45:00,1925,abrir_extrato,sucesso,800
2025-06-05 21:21:00,1161,abrir_extrato,sucesso,463
2025-06-14 16:23:00,1675,abrir_extrato,sucesso,824
2025-06-22 10:58:00,1912,abrir_extrato,sucesso,636
2025-06-23 04:15:00,1054,abrir_extrato,sucesso,590
2025-06-28 08:21:00,1717,abrir_extrato,sucesso,750
2025-06-28 06:00:00,1786,abrir_extrato,sucesso,977
2025-06-04 19:00:00,1084,abrir_extrato,sucesso,383
2025-06-26 18:19:00,1178,abrir_extrato,sucesso,226
2025-06-11 16:34:00,1273,abrir_extrato,sucesso,720
2025-06-05 20:50:00,1454,abrir_extrato,sucesso,652
2025-06-24 11:51:00,1553,abrir_extrato,sucesso,977
2025-06-02 10:03:00,1695,abrir_extrato,sucesso,378
2025-06-29 10:58:00,1060,abrir_extrato,sucesso,1400
2025-06-13 21:55:00,1449,abrir_extrato,sucesso,831
2025-06-13 08:27:00,1231,abrir_extrato,sucesso,908
2025-06-16 18:35:00,1097,abrir_extrato,sucesso,690
2025-06-15 12:31:00,1525,abrir_extrato,sucesso,536
2025-06-12 00:47:00,1838,abrir_extrato,sucesso,898
2025-06-04 03:36:00,1941,abrir_extrato,sucesso,160
2025-06-10 15:51:00,1232,abrir_extrato,sucesso,75
2025-06-12 12:26:00,1500,abrir_extrato,sucesso,604
2025-06-04 16:11:00,1105,abrir_extrato,sucesso,282
2025-06-26 18:04:00,1484,abrir_extrato,sucesso,619
2025-06-14 04:36:00,1091,abrir_extrato,sucesso,463
2025-06-03 04:56:00,1842,abrir_extrato,sucesso,630
2025-06-27 15:54:00,1732,abrir_extrato,sucesso,753
2025-06-10 05:11:00,1140,abrir_extrato,timeout,861
2025-06-27 21:19:00,1885,abrir_extrato,erro_500,610
2025-06-19 08:23:00,1410,abrir_extrato,sucesso,879
2025-06-22 08:22:00,1740,abrir_extrato,sucesso,568
2025-06-12 01:41:00,1566,abrir_extrato,sucesso,380
2025-06-15 14:40:00,1867,abrir_extrato,sucesso,487
2025-06-11 17:49:00,1754,abrir_extrato,erro_500,848
2025-06-02 01:48:00,1454,abrir_extrato,sucesso,536
2025-06-27 02:20:00,1678,abrir_extrato,sucesso,1215
2025-06-17 10:09:00,1953,abrir_extrato,sucesso,261
2025-06-26 03:11:00,1641,abrir_extrato,sucesso,1088
2025-06-16 07:09:00,1673,abrir_extrato,erro_500,913
2025-06-25 14:00:00,1811,abrir_extrato,sucesso,710
2025-06-12 03:48:00,1276,abrir_extrato,sucesso,812
2025-06-25 20:11:00,1307,abrir_extrato,sucesso,554
2025-06-03 22:13:00,1788,abrir_extrato,sucesso,1098
2025-06-08 18:04:00,1208,abrir_extrato,sucesso,622
2025-06-04 13:24:00,1821,abrir_extrato,sucesso,308
2025-06-23 11:02:00,1761,abrir_extrato,sucesso,398
2025-06-04 11:31:00,1492,abrir_extrato,sucesso,673
2025-06-24 06:43:00,1115,abrir_extrato,sucesso,634
2025-06-24 19:01:00,1127,abrir_extrato,sucesso,910
2025-06-12 09:49:00,1785,abrir_extrato,timeout,856
2025-06-18 03:23:00,1213,abrir_extrato,sucesso,196
2025-06-17 05:25:00,1731,abrir_extrato,sucesso,626
2025-06-07 14:43:00,1088,abrir_extrato,sucesso,842
2025-06-02 05:56:00,1080,abrir_extrato,sucesso,738
2025-06-23 05:54:00,1366,abrir_extrato,sucesso,777
2025-06-23 06:45:00,1637,abrir_extrato,sucesso,1015
2025-06-21 16:29:00,1429,abrir_extrato,sucesso,918
2025-06-08 07:05:00,1170,abrir_extrato,sucesso,416
2025-06-07 14:46:00,1609,abrir_extrato,sucesso,629
2025-06-10 05:17:00,1420,abrir_extrato,sucesso,675
2025-06-18 17:03:00,1739,abrir_extrato,sucesso,883
2025-06-13 08:47:00,1681,abrir_extrato,sucesso,1116
2025-06-10 04:59:00,1670,abrir_extrato,sucesso,716
2025-06-16 12:36:00,1764,abrir_extrato,sucesso,901
2025-06-16 01:26:00,1216,abrir_extrato,timeout,457
2025-06-11 17:21:00,1679,abrir_extrato,sucesso,1157
2025-06-16 15:51:00,1692,abrir_extrato,sucesso,891
2025-06-04 15:04:00,1235,abrir_extrato,sucesso,587
2025-06-25 06:03:00,1581,abrir_extrato,sucesso,857
2025-06-21 19:52:00,1089,abrir_extrato,erro_500,345
2025-06-18 05:19:00,1653,abrir_extrato,sucesso,532
2025-06-06 20:31:00,1961,abrir_extrato,sucesso,950
2025-06-23 21:33:00,1720,abrir_extrato,sucesso,476
2025-06-26 01:16:00,1142,abrir_extrato,sucesso,285
2025-06-18 02:54:00,1903,abrir_extrato,sucesso,578
2025-06-22 01:27:00,1049,abrir_extrato,sucesso,1413
2025-06-12 00:30:00,1953,abrir_extrato,sucesso,880
2025-06-17 22:02:00,1415,abrir_extrato,sucesso,361
2025-06-09 01:28:00,1988,abrir_extrato,sucesso,971
2025-06-14 06:44:00,1352,abrir_extrato,sucesso,1419
2025-06-15 03:32:00,1426,abrir_extrato,sucesso,461
2025-06-26 05:25:00,1980,abrir_extrato,sucesso,926
2025-06-02 02:40:00,1182,abrir_extrato,sucesso,1382
2025-06-22 02:49:00,1889,abrir_extrato,sucesso,658
2025-06-29 21:21:00,1412,abrir_extrato,sucesso,729
2025-06-19 00:35:00,1620,abrir_extrato,sucesso,480
2025-06-19 00:24:00,1254,abrir_extrato,sucesso,491
2025-06-19 15:56:00,1542,abrir_extrato,sucesso,252
2025-06-23 00:46:00,1547,abrir_extrato,sucesso,788
2025-06-01 08:16:00,1201,abrir_extrato,sucesso,504
2025-06-28 23:15:00,1760,abrir_extrato,sucesso,938
2025-06-28 06:32:00,1147,abrir_extrato,sucesso,668
2025-06-14 09:10:00,1569,abrir_extrato,sucesso,902
2025-06-03 20:14:00,1084,abrir_extrato,sucesso,87
2025-06-03 08:44:00,1768,abrir_extrato,sucesso,951
2025-06-21 19:47:00,1900,abrir_extrato,sucesso,413
2025-06-13 02:21:00,1104,abrir_extrato,sucesso,1491
2025-06-21 18:09:00,1985,abrir_extrato,sucesso,301
2025-06-24 09:45:00,1896,abrir_extrato,sucesso,770
2025-06-01 14:09:00,1099,abrir_extrato,sucesso,1053
2025-06-16 02:25:00,1129,abrir_extrato,sucesso,707
2025-06-29 11:23:00,1493,abrir_extrato,erro_500,964
2025-06-13 21:33:00,1684,abrir_extrato,erro_500,932
2025-06-28 18:29:00,1019,abrir_extrato,erro_500,432
2025-06-20 18:39:00,1734,abrir_extrato,sucesso,630
2025-06-19 14:28:00,1190,abrir_extrato,sucesso,63
2025-06-23 01:43:00,1137,abrir_extrato,sucesso,737
2025-06-15 22:11:00,1538,abrir_extrato,sucesso,796
2025-06-02 23:40:00,1073,abrir_extrato,erro_500,369
2025-06-17 11:09:00,1055,abrir_extrato,sucesso,280
2025-06-08 10:07:00,1267,abrir_extrato,sucesso,523
2025-06-09 03:32:00,1474,abrir_extrato,sucesso,1025
2025-06-01 15:54:00,1340,abrir_extrato,sucesso,326
2025-06-27 13:07:00,1907,abrir_extrato,erro_500,810
2025-06-06 11:48:00,1523,abrir_extrato,sucesso,951
2025-06-21 18:43:00,1669,abrir_extrato,sucesso,264
2025-06-25 00:00:00,1385,abrir_extrato,sucesso,732
2025-06-16 13:23:00,1891,abrir_extrato,sucesso,1100
2025-06-28 10:33:00,1009,abrir_extrato,sucesso,541
2025-06-23 01:29:00,1164,abrir_extrato,sucesso,60
2025-06-25 22:16:00,1864,abrir_extrato,sucesso,400
2025-06-21 13:35:00,1883,abrir_extrato,sucesso,779
2025-06-23 10:05:00,1835,abrir_extrato,sucesso,1001
2025-06-25 22:52:00,1192,abrir_extrato,sucesso,1062
2025-06-18 03:04:00,1067,abrir_extrato,sucesso,721
2025-06-09 18:51:00,1246,abrir_extrato,sucesso,781
2025-06-08 06:01:00,1429,abrir_extrato,sucesso,835
2025-06-14 05:29:00,1578,abrir_extrato,sucesso,1041
2025-06-17 09:52:00,1630,abrir_extrato,sucesso,904
2025-06-29 04:14:00,1644,abrir_extrato,sucesso,838
2025-06-26 16:37:00,1069,abrir_extrato,sucesso,819
2025-06-22 02:36:00,1553,abrir_extrato,sucesso,1435
2025-06-27 14:16:00,1729,abrir_extrato,sucesso,738
2025-06-09 02:39:00,1477,abrir_extrato,erro_500,827
2025-06-20 02:32:00,1746,abrir_extrato,sucesso,1187
2025-06-07 09:29:00,1787,abrir_extrato,sucesso,559
2025-06-28 22:05:00,1791,abrir_extrato,sucesso,1029
2025-06-10 21:57:00,1516,abrir_extrato,sucesso,506
2025-06-20 06:05:00,1369,abrir_extrato,sucesso,775
2025-06-24 08:22:00,1242,abrir_extrato,sucesso,530
2025-06-13 23:43:00,1173,abrir_extrato,sucesso,534
2025-06-26 01:18:00,1411,abrir_extrato,sucesso,879
2025-06-08 08:33:00,1012,abrir_extrato,sucesso,178
2025-06-25 09:58:00,1906,abrir_extrato,sucesso,770
2025-06-14 14:01:00,1033,abrir_extrato,sucesso,595
2025-06-12 07:49:00,1432,abrir_extrato,sucesso,953
2025-06-07 04:16:00,1987,abrir_extrato,sucesso,446
2025-06-14 10:42:00,1588,abrir_extrato,sucesso,732
2025-06-28 23:29:00,1761,abrir_extrato,sucesso,923
2025-06-12 05:32:00,1711,abrir_extrato,sucesso,823
2025-06-03 10:12:00,1053,abrir_extrato,erro_500,547
2025-06-23 02:44:00,1107,abrir_extrato,sucesso,610
2025-06-16 16:25:00,1280,abrir_extrato,erro_500,77
2025-06-26 14:06:00,1766,abrir_extrato,sucesso,953
2025-06-25 14:56:00,1294,abrir_extrato,sucesso,1138
2025-06-05 22:51:00,1206,abrir_extrato,sucesso,741
2025-06-07 02:24:00,1854,abrir_extrato,sucesso,517
2025-06-01 04:18:00,1792,abrir_extrato,sucesso,548
2025-06-29 07:59:00,1772,abrir_extrato,sucesso,638
2025-06-03 16:18:00,1808,abrir_extrato,sucesso,900
2025-06-29 12:52:00,1399,abrir_extrato,sucesso,452
2025-06-09 02:44:00,1916,abrir_extrato,sucesso,697
2025-06-26 20:56:00,1169,abrir_extrato,sucesso,713
2025-06-27 18:43:00,1443,abrir_extrato,sucesso,750
2025-06-23 05:16:00,1872,abrir_extrato,sucesso,937
2025-06-25 21:09:00,1287,abrir_extrato,sucesso,666
2025-06-12 15:01:00,1293,abrir_extrato,sucesso,978
2025-06-22 10:59:00,1817,abrir_extrato,sucesso,417
2025-06-24 08:48:00,1042,abrir_extrato,sucesso,610
2025-06-16 20:58:00,1590,abrir_extrato,sucesso,1809
2025-06-27 08:47:00,1562,abrir_extrato,sucesso,443
2025-06-20 19:09:00,1138,abrir_extrato,sucesso,1181
2025-06-29 16:34:00,1047,abrir_extrato,sucesso,1097
2025-06-24 21:57:00,1681,abrir_extrato,sucesso,1143
2025-06-27 20:51:00,1964,abrir_extrato,erro_500,1325
2025-06-22 08:48:00,1074,abrir_extrato,erro_500,531
2025-06-05 05:02:00,1664,abrir_extrato,sucesso,438
2025-06-18 13:14:00,1990,abrir_extrato,sucesso,1242
2025-06-12 11:28:00,1418,abrir_extrato,sucesso,505
2025-06-29 00:16:00,1404,abrir_extrato,erro_500,353
2025-06-16 06:29:00,1058,abrir_extrato,sucesso,878
2025-06-27 19:41:00,1809,abrir_extrato,sucesso,697
2025-06-25 03:31:00,1519,abrir_extrato,timeout,902
2025-06-29 00:38:00,1357,abrir_extrato,erro_500,1043
2025-06-19 10:50:00,1403,abrir_extrato,sucesso,565
2025-06-14 02:53:00,1189,abrir_extrato,sucesso,205
2025-06-15 20:28:00,1878,abrir_extrato,sucesso,273
2025-06-26 09:26:00,1187,abrir_extrato,sucesso,312
2025-06-09 02:47:00,1211,abrir_extrato,erro_500,333
2025-06-25 01:10:00,1644,abrir_extrato,sucesso,507
2025-06-28 12:56:00,1634,abrir_extrato,sucesso,796
2025-06-07 03:40:00,1716,abrir_extrato,sucesso,758
2025-06-18 23:50:00,1612,abrir_extrato,sucesso,896
2025-06-05 22:05:00,1190,abrir_extrato,sucesso,1131
2025-06-18 18:12:00,1002,abrir_extrato,erro_500,967
2025-06-23 11:08:00,1756,abrir_extrato,sucesso,856
2025-06-21 13:26:00,1126,abrir_extrato,sucesso,726
2025-06-02 19:07:00,1631,abrir_extrato,sucesso,1295
2025-06-18 11:40:00,1070,abrir_extrato,erro_500,474
2025-06-16 01:31:00,1537,abrir_extrato,sucesso,752
2025-06-09 20:56:00,1197,abrir_extrato,sucesso,1798
2025-06-08 20:44:00,1545,abrir_extrato,sucesso,477
2025-06-27 01:13:00,1265,abrir_extrato,sucesso,396
2025-06-20 20:19:00,1999,abrir_extrato,sucesso,1036
2025-06-25 03:16:00,1223,abrir_extrato,sucesso,1199
2025-06-20 11:12:00,1430,abrir_extrato,sucesso,613
2025-06-15 03:28:00,1648,abrir_extrato,sucesso,552
2025-06-10 19:57:00,1104,abrir_extrato,sucesso,70
2025-06-14 13:18:00,1298,abrir_extrato,sucesso,945
2025-06-22 13:58:00,1806,abrir_extrato,sucesso,508
2025-06-26 10:59:00,1790,abrir_extrato,sucesso,677
2025-06-03 21:50:00,1864,abrir_extrato,sucesso,224
2025-06-08 10:49:00,1436,abrir_extrato,sucesso,1033
2025-06-19 22:41:00,1198,abrir_extrato,sucesso,822
2025-06-25 05:41:00,1680,abrir_extrato,sucesso,406
2025-06-06 04:35:00,1471,abrir_extrato,sucesso,365
2025-06-04 09:08:00,1059,abrir_extrato,sucesso,665
2025-06-22 15:10:00,1898,abrir_extrato,sucesso,519
2025-06-25 06:44:00,1526,abrir_extrato,sucesso,569
2025-06-29 04:17:00,1625,abrir_extrato,erro_500,479
2025-06-19 06:24:00,1707,abrir_extrato,sucesso,480
2025-06-01 11:51:00,1915,abrir_extrato,sucesso,758
2025-06-20 19:18:00,1483,abrir_extrato,sucesso,458
2025-06-04 23:41:00,1056,abrir_extrato,sucesso,1139
2025-06-21 19:29:00,1044,abrir_extrato,sucesso,590
2025-06-12 17:02:00,1296,abrir_extrato,sucesso,883
2025-06-03 12:42:00,1005,abrir_extrato,sucesso,1252
2025-06-18 14:50:00,1299,abrir_extrato,sucesso,454
2025-06-21 01:33:00,1498,abrir_extrato,sucesso,682
2025-06-19 17:29:00,1018,abrir_extrato,sucesso,713
2025-06-15 02:16:00,1438,abrir_extrato,sucesso,301
2025-06-07 18:46:00,1802,abrir_extrato,sucesso,986
2025-06-21 11:42:00,1681,abrir_extrato,sucesso,242
2025-06-07 04:57:00,1820,abrir_extrato,sucesso,239
2025-06-06 21:02:00,1180,abrir_extrato,sucesso,193
2025-06-03 01:22:00,1655,abrir_extrato,erro_500,766
2025-06-23 23:32:00,1827,abrir_extrato,sucesso,352
2025-06-08 23:52:00,1910,abrir_extrato,sucesso,495
2025-06-28 08:06:00,1681,abrir_extrato,sucesso,689
2025-06-12 06:26:00,1706,abrir_extrato,sucesso,1418
2025-06-23 16:42:00,1359,abrir_extrato,sucesso,1430
2025-06-16 02:55:00,1773,abrir_extrato,sucesso,250
2025-06-19 00:13:00,1208,abrir_extrato,sucesso,860
2025-06-16 19:18:00,1024,abrir_extrato,sucesso,539
2025-06-22 04:39:00,1538,abrir_extrato,sucesso,882
2025-06-20 19:35:00,1493,abrir_extrato,sucesso,948
2025-06-03 00:23:00,1751,abrir_extrato,sucesso,1035
2025-06-21 19:20:00,1501,abrir_extrato,sucesso,489
2025-06-13 23:56:00,1991,abrir_extrato,sucesso,1080
2025-06-19 13:10:00,1054,abrir_extrato,sucesso,1111
2025-06-27 00:06:00,1386,abrir_extrato,sucesso,319
2025-06-20 22:26:00,1784,abrir_extrato,sucesso,657
2025-06-11 07:37:00,1282,abrir_extrato,sucesso,703
2025-06-16 19:02:00,1480,abrir_extrato,sucesso,86
2025-06-14 01:17:00,1422,abrir_extrato,erro_500,652
2025-06-20 01:16:00,1016,abrir_extrato,sucesso,1088
2025-06-10 06:41:00,1970,abrir_extrato,sucesso,1172
2025-06-13 08:55:00,1789,abrir_extrato,sucesso,883
2025-06-02 16:53:00,1999,abrir_extrato,erro_500,881
2025-06-06 04:38:00,1376,abrir_extrato,sucesso,347
2025-06-15 16:58:00,1900,abrir_extrato,sucesso,780
2025-06-06 19:45:00,1632,abrir_extrato,timeout,857
2025-06-19 03:56:00,1512,abrir_extrato,sucesso,1021
2025-06-03 05:29:00,1606,abrir_extrato,timeout,562
2025-06-07 02:39:00,1337,abrir_extrato,sucesso,383
2025-06-20 14:32:00,1296,abrir_extrato,sucesso,1070
2025-06-27 01:41:00,1603,abrir_extrato,sucesso,1047
2025-06-17 14:36:00,1662,abrir_extrato,sucesso,1004
2025-06-11 22:58:00,1229,abrir_extrato,sucesso,480
2025-06-25 04:21:00,1527,abrir_extrato,sucesso,590
2025-06-14 01:00:00,1957,abrir_extrato,sucesso,730
2025-06-20 05:03:00,1404,abrir_extrato,sucesso,812
2025-06-25 13:04:00,1636,abrir_extrato,sucesso,1012
2025-06-17 21:31:00,1741,abrir_extrato,sucesso,364
2025-06-04 19:34:00,1326,abrir_extrato,sucesso,1104
2025-06-20 08:34:00,1887,abrir_extrato,sucesso,879
2025-06-21 04:39:00,1659,abrir_extrato,sucesso,639
2025-06-19 11:15:00,1504,abrir_extrato,sucesso,780
2025-06-11 03:27:00,1587,abrir_extrato,sucesso,677
2025-06-27 06:59:00,1320,abrir_extrato,sucesso,682
